Date,Temp
12/4/2007,37.71428571
12/4/2007,37.85714286
12/4/2007,37.57142857
12/4/2007,37.28571429
12/4/2007,36
12/4/2007,36
12/4/2007,34.85714286
12/4/2007,35.28571429
12/4/2007,37.28571429
12/4/2007,40.85714286
12/4/2007,44
12/4/2007,46.14285714
12/4/2007,47.71428571
12/4/2007,48.57142857
12/4/2007,49.42857143
12/4/2007,49
12/4/2007,46.42857143
12/4/2007,43.42857143
12/4/2007,41.71428571
12/4/2007,41.14285714
12/4/2007,40
12/4/2007,39.71428571
12/4/2007,38.28571429
12/4/2007,37.42857143
12/5/2007,35.85714286
12/5/2007,36
12/5/2007,36.85714286
12/5/2007,36.71428571
12/5/2007,37.28571429
12/5/2007,37.42857143
12/5/2007,38
12/5/2007,38.28571429
12/5/2007,39.85714286
12/5/2007,42.42857143
12/5/2007,44.85714286
12/5/2007,47.42857143
12/5/2007,50.28571429
12/5/2007,53.14285714
12/5/2007,54.28571429
12/5/2007,55
12/5/2007,53.71428571
12/5/2007,51.14285714
12/5/2007,50
12/5/2007,49.57142857
12/5/2007,49.42857143
12/5/2007,47.14285714
12/5/2007,44.71428571
12/5/2007,43
12/6/2007,40.57142857
12/6/2007,38
12/6/2007,35.57142857
12/6/2007,33.42857143
12/6/2007,32
12/6/2007,30.71428571
12/6/2007,29
12/6/2007,29.85714286
12/6/2007,33
12/6/2007,35.28571429
12/6/2007,37.42857143
12/6/2007,38.57142857
12/6/2007,40.28571429
12/6/2007,41.71428571
12/6/2007,41.85714286
12/6/2007,41.57142857
12/6/2007,39.85714286
12/6/2007,37.14285714
12/6/2007,35
12/6/2007,33
12/6/2007,31.71428571
12/6/2007,30.42857143
12/6/2007,30
12/6/2007,28.85714286
12/7/2007,28.28571429
12/7/2007,29.71428571
12/7/2007,30.42857143
12/7/2007,31.85714286
12/7/2007,32.28571429
12/7/2007,32.42857143
12/7/2007,32.85714286
12/7/2007,33.14285714
12/7/2007,35.28571429
12/7/2007,38.28571429
12/7/2007,41.28571429
12/7/2007,44
12/7/2007,46.14285714
12/7/2007,47.28571429
12/7/2007,48
12/7/2007,48.42857143
12/7/2007,47.28571429
12/7/2007,45
12/7/2007,43.28571429
12/7/2007,42.14285714
12/7/2007,42.28571429
12/7/2007,41.71428571
12/7/2007,41.14285714
12/7/2007,40.85714286
12/8/2007,40
12/8/2007,39.85714286
12/8/2007,39.28571429
12/8/2007,40.42857143
12/8/2007,39.42857143
12/8/2007,39.71428571
12/8/2007,39.42857143
12/8/2007,39.85714286
12/8/2007,45.42857143
12/8/2007,52.28571429
12/8/2007,58.42857143
12/8/2007,63.57142857
12/8/2007,67.57142857
12/8/2007,69.28571429
12/8/2007,69.57142857
12/8/2007,69.28571429
12/8/2007,67
12/8/2007,63.57142857
12/8/2007,62.42857143
12/8/2007,61
12/8/2007,59
12/8/2007,57.42857143
12/8/2007,56.71428571
12/8/2007,55
12/9/2007,54.14285714
12/9/2007,53.57142857
12/9/2007,53.42857143
12/9/2007,52.14285714
12/9/2007,50.85714286
12/9/2007,50
12/9/2007,48.57142857
12/9/2007,49.14285714
12/9/2007,52.71428571
12/9/2007,57.28571429
12/9/2007,61.28571429
12/9/2007,65.42857143
12/9/2007,68
12/9/2007,70
12/9/2007,70.71428571
12/9/2007,70.28571429
12/9/2007,69
12/9/2007,64.14285714
12/9/2007,62.85714286
12/9/2007,60.57142857
12/9/2007,58.85714286
12/9/2007,58.42857143
12/9/2007,58.71428571
12/9/2007,58.28571429
12/10/2007,57.42857143
12/10/2007,56.85714286
12/10/2007,56.28571429
12/10/2007,55.85714286
12/10/2007,54.71428571
12/10/2007,54.57142857
12/10/2007,54.42857143
12/10/2007,54.71428571
12/10/2007,58.42857143
12/10/2007,64.42857143
12/10/2007,69.85714286
12/10/2007,73.42857143
12/10/2007,76.57142857
12/10/2007,78.14285714
12/10/2007,78.28571429
12/10/2007,77.42857143
12/10/2007,73.28571429
12/10/2007,68.57142857
12/10/2007,66.42857143
12/10/2007,64.28571429
12/10/2007,61.71428571
12/10/2007,62.14285714
12/10/2007,60.14285714
12/10/2007,58.42857143
12/11/2007,57.71428571
12/11/2007,55
12/11/2007,55.42857143
12/11/2007,54.28571429
12/11/2007,53
12/11/2007,53.42857143
12/11/2007,51.85714286
12/11/2007,52.85714286
12/11/2007,58
12/11/2007,65
12/11/2007,70.28571429
12/11/2007,73.85714286
12/11/2007,75.85714286
12/11/2007,77.28571429
12/11/2007,77
12/11/2007,75.85714286
12/11/2007,72.28571429
12/11/2007,69.42857143
12/11/2007,66.14285714
12/11/2007,65.28571429
12/11/2007,62.71428571
12/11/2007,63
12/11/2007,61.28571429
12/11/2007,61.28571429
12/12/2007,60.42857143
12/12/2007,60.42857143
12/12/2007,59.85714286
12/12/2007,59.14285714
12/12/2007,59.28571429
12/12/2007,59.28571429
12/12/2007,58.28571429
12/12/2007,59
12/12/2007,62.14285714
12/12/2007,65.85714286
12/12/2007,70.28571429
12/12/2007,73.57142857
12/12/2007,75.71428571
12/12/2007,77.42857143
12/12/2007,77.42857143
12/12/2007,76.14285714
12/12/2007,73.28571429
12/12/2007,70.85714286
12/12/2007,68.57142857
12/12/2007,66
12/12/2007,62.71428571
12/12/2007,60.57142857
12/12/2007,60
12/12/2007,59.85714286
12/13/2007,58.85714286
12/13/2007,58
12/13/2007,56.14285714
12/13/2007,55.28571429
12/13/2007,54
12/13/2007,53.71428571
12/13/2007,52.57142857
12/13/2007,52.85714286
12/13/2007,56
12/13/2007,60.14285714
12/13/2007,64.71428571
12/13/2007,68.57142857
12/13/2007,71.42857143
12/13/2007,73
12/13/2007,72.28571429
12/13/2007,70.85714286
12/13/2007,69.42857143
12/13/2007,67.28571429
12/13/2007,65.14285714
12/13/2007,64
12/13/2007,63.42857143
12/13/2007,62.71428571
12/13/2007,61.14285714
12/13/2007,59.14285714
12/14/2007,56.42857143
12/14/2007,54.85714286
12/14/2007,53.85714286
12/14/2007,52.71428571
12/14/2007,51.14285714
12/14/2007,49.71428571
12/14/2007,46.85714286
12/14/2007,47.14285714
12/14/2007,52
12/14/2007,56.85714286
12/14/2007,59.57142857
12/14/2007,62
12/14/2007,64.28571429
12/14/2007,65.71428571
12/14/2007,66.85714286
12/14/2007,65.85714286
12/14/2007,63.14285714
12/14/2007,58.28571429
12/14/2007,56
12/14/2007,53
12/14/2007,51.28571429
12/14/2007,50.28571429
12/14/2007,49
12/14/2007,48.28571429
12/15/2007,48.14285714
12/15/2007,46.85714286
12/15/2007,46.42857143
12/15/2007,46.28571429
12/15/2007,45.42857143
12/15/2007,45.14285714
12/15/2007,44.71428571
12/15/2007,44.14285714
12/15/2007,44
12/15/2007,43.85714286
12/15/2007,43.28571429
12/15/2007,42.28571429
12/15/2007,41.57142857
12/15/2007,40.71428571
12/15/2007,40.14285714
12/15/2007,39.28571429
12/15/2007,38.14285714
12/15/2007,37.28571429
12/15/2007,37.28571429
12/15/2007,37.14285714
12/15/2007,37
12/15/2007,37.14285714
12/15/2007,37
12/15/2007,37.14285714
12/16/2007,36.85714286
12/16/2007,37.28571429
12/16/2007,37
12/16/2007,37
12/16/2007,37.14285714
12/16/2007,37.28571429
12/16/2007,37.42857143
12/16/2007,38
12/16/2007,39
12/16/2007,41.71428571
12/16/2007,44.71428571
12/16/2007,47.42857143
12/16/2007,48
12/16/2007,48.42857143
12/16/2007,47.85714286
12/16/2007,45.85714286
12/16/2007,42.71428571
12/16/2007,39.85714286
12/16/2007,38.42857143
12/16/2007,37.14285714
12/16/2007,36.14285714
12/16/2007,34.85714286
12/16/2007,34.28571429
12/16/2007,32.57142857
12/17/2007,32.57142857
12/17/2007,31.14285714
12/17/2007,30.28571429
12/17/2007,29.71428571
12/17/2007,28.85714286
12/17/2007,28
12/17/2007,27.14285714
12/17/2007,27.28571429
12/17/2007,31.42857143
12/17/2007,35.14285714
12/17/2007,38.28571429
12/17/2007,40
12/17/2007,42
12/17/2007,43.28571429
12/17/2007,44.42857143
12/17/2007,44.28571429
12/17/2007,42.42857143
12/17/2007,37.85714286
12/17/2007,34.57142857
12/17/2007,33.28571429
12/17/2007,31.42857143
12/17/2007,30.28571429
12/17/2007,28.71428571
12/17/2007,28.28571429
12/18/2007,28.14285714
12/18/2007,26
12/18/2007,25.57142857
12/18/2007,23.85714286
12/18/2007,23.28571429
12/18/2007,22.71428571
12/18/2007,22.71428571
12/18/2007,22.57142857
12/18/2007,29.42857143
12/18/2007,35.42857143
12/18/2007,39.42857143
12/18/2007,41.71428571
12/18/2007,44.14285714
12/18/2007,45.42857143
12/18/2007,45.85714286
12/18/2007,45.57142857
12/18/2007,44.57142857
12/18/2007,40
12/18/2007,36.85714286
12/18/2007,36.71428571
12/18/2007,34.71428571
12/18/2007,33.42857143
12/18/2007,33.28571429
12/18/2007,32.42857143
12/19/2007,32.71428571
12/19/2007,31.57142857
12/19/2007,33.42857143
12/19/2007,33.42857143
12/19/2007,33.71428571
12/19/2007,34.14285714
12/19/2007,35
12/19/2007,35.71428571
12/19/2007,38
12/19/2007,42.42857143
12/19/2007,45
12/19/2007,48
12/19/2007,50.85714286
12/19/2007,52.28571429
12/19/2007,54
12/19/2007,54
12/19/2007,51.14285714
12/19/2007,47.28571429
12/19/2007,44
12/19/2007,42
12/19/2007,40.28571429
12/19/2007,37.57142857
12/19/2007,37.42857143
12/19/2007,36
12/20/2007,34
12/20/2007,33.57142857
12/20/2007,33.14285714
12/20/2007,32
12/20/2007,32.14285714
12/20/2007,32.42857143
12/20/2007,32
12/20/2007,33
12/20/2007,37.14285714
12/20/2007,43.57142857
12/20/2007,48.28571429
12/20/2007,50.57142857
12/20/2007,51.42857143
12/20/2007,52.85714286
12/20/2007,53.28571429
12/20/2007,52.71428571
12/20/2007,51.14285714
12/20/2007,48.85714286
12/20/2007,47.85714286
12/20/2007,47.71428571
12/20/2007,46.57142857
12/20/2007,46.42857143
12/20/2007,46.71428571
12/20/2007,45.71428571
12/21/2007,44.85714286
12/21/2007,44.57142857
12/21/2007,43.71428571
12/21/2007,43.14285714
12/21/2007,42.28571429
12/21/2007,41.85714286
12/21/2007,41.57142857
12/21/2007,41.57142857
12/21/2007,41.57142857
12/21/2007,41.85714286
12/21/2007,42.71428571
12/21/2007,43
12/21/2007,44.28571429
12/21/2007,45.71428571
12/21/2007,45.28571429
12/21/2007,45.14285714
12/21/2007,44.71428571
12/21/2007,43.71428571
12/21/2007,43.14285714
12/21/2007,43
12/21/2007,42.57142857
12/21/2007,42.71428571
12/21/2007,42.57142857
12/21/2007,42.71428571
12/22/2007,42.71428571
12/22/2007,42.85714286
12/22/2007,43
12/22/2007,43
12/22/2007,42.85714286
12/22/2007,43
12/22/2007,43.57142857
12/22/2007,43.71428571
12/22/2007,44.14285714
12/22/2007,45.42857143
12/22/2007,46.57142857
12/22/2007,48.28571429
12/22/2007,49.14285714
12/22/2007,49.85714286
12/22/2007,51
12/22/2007,50.42857143
12/22/2007,49.71428571
12/22/2007,48.42857143
12/22/2007,47.71428571
12/22/2007,47.57142857
12/22/2007,47.14285714
12/22/2007,46.85714286
12/22/2007,46.85714286
12/22/2007,47
12/23/2007,47.14285714
12/23/2007,47.28571429
12/23/2007,47.71428571
12/23/2007,48.14285714
12/23/2007,48.28571429
12/23/2007,49
12/23/2007,48.85714286
12/23/2007,49.57142857
12/23/2007,52
12/23/2007,53.71428571
12/23/2007,56.28571429
12/23/2007,58.14285714
12/23/2007,59.14285714
12/23/2007,60.42857143
12/23/2007,61.57142857
12/23/2007,61.28571429
12/23/2007,59.57142857
12/23/2007,57
12/23/2007,54.42857143
12/23/2007,52.14285714
12/23/2007,49.28571429
12/23/2007,47.42857143
12/23/2007,45.42857143
12/23/2007,43.57142857
12/24/2007,42.28571429
12/24/2007,40.28571429
12/24/2007,39.14285714
12/24/2007,37.71428571
12/24/2007,36.42857143
12/24/2007,35
12/24/2007,34
12/24/2007,33.14285714
12/24/2007,37.85714286
12/24/2007,43.85714286
12/24/2007,47.57142857
12/24/2007,51
12/24/2007,53.57142857
12/24/2007,55
12/24/2007,56.14285714
12/24/2007,55.85714286
12/24/2007,52.57142857
12/24/2007,47.71428571
12/24/2007,45.28571429
12/24/2007,44.28571429
12/24/2007,43.14285714
12/24/2007,41.57142857
12/24/2007,39.85714286
12/24/2007,39.85714286
12/25/2007,38.71428571
12/25/2007,38.42857143
12/25/2007,37.57142857
12/25/2007,36.85714286
12/25/2007,38
12/25/2007,37
12/25/2007,35.42857143
12/25/2007,36
12/25/2007,40.57142857
12/25/2007,44.85714286
12/25/2007,48.42857143
12/25/2007,50.42857143
12/25/2007,52
12/25/2007,52.42857143
12/25/2007,52.57142857
12/25/2007,51.42857143
12/25/2007,49.71428571
12/25/2007,46.42857143
12/25/2007,46.14285714
12/25/2007,44.42857143
12/25/2007,43.42857143
12/25/2007,42.42857143
12/25/2007,42.71428571
12/25/2007,42.85714286
12/26/2007,42.28571429
12/26/2007,41.42857143
12/26/2007,41.42857143
12/26/2007,40.42857143
12/26/2007,40.28571429
12/26/2007,39.28571429
12/26/2007,39.14285714
12/26/2007,38.57142857
12/26/2007,39.14285714
12/26/2007,40.85714286
12/26/2007,42.14285714
12/26/2007,43
12/26/2007,43.85714286
12/26/2007,44.71428571
12/26/2007,45.85714286
12/26/2007,46.42857143
12/26/2007,45.71428571
12/26/2007,43.28571429
12/26/2007,43
12/26/2007,41.57142857
12/26/2007,41.42857143
12/26/2007,41.14285714
12/26/2007,40.14285714
12/26/2007,40
12/27/2007,41.14285714
12/27/2007,41.14285714
12/27/2007,41.28571429
12/27/2007,41.57142857
12/27/2007,41.71428571
12/27/2007,41.85714286
12/27/2007,42.14285714
12/27/2007,42.42857143
12/27/2007,43.85714286
12/27/2007,46.57142857
12/27/2007,49.14285714
12/27/2007,51.71428571
12/27/2007,53.71428571
12/27/2007,55.28571429
12/27/2007,56.57142857
12/27/2007,56.57142857
12/27/2007,54.28571429
12/27/2007,51.28571429
12/27/2007,48.57142857
12/27/2007,46.57142857
12/27/2007,45.14285714
12/27/2007,44
12/27/2007,44.14285714
12/27/2007,44.14285714
12/28/2007,44.57142857
12/28/2007,45.14285714
12/28/2007,45.57142857
12/28/2007,46
12/28/2007,46.28571429
12/28/2007,46.85714286
12/28/2007,47.57142857
12/28/2007,48
12/28/2007,49.28571429
12/28/2007,51.28571429
12/28/2007,52.42857143
12/28/2007,53.71428571
12/28/2007,54.14285714
12/28/2007,53.71428571
12/28/2007,54.28571429
12/28/2007,53.42857143
12/28/2007,53.28571429
12/28/2007,52.42857143
12/28/2007,52.28571429
12/28/2007,52.14285714
12/28/2007,52.42857143
12/28/2007,52.57142857
12/28/2007,52.71428571
12/28/2007,53
12/29/2007,53.28571429
12/29/2007,52.85714286
12/29/2007,53.28571429
12/29/2007,53.71428571
12/29/2007,54.85714286
12/29/2007,55.71428571
12/29/2007,56.71428571
12/29/2007,56.85714286
12/29/2007,58.28571429
12/29/2007,59.28571429
12/29/2007,60.28571429
12/29/2007,61.85714286
12/29/2007,63.85714286
12/29/2007,65.14285714
12/29/2007,66.14285714
12/29/2007,65.14285714
12/29/2007,63.57142857
12/29/2007,61.42857143
12/29/2007,60
12/29/2007,58
12/29/2007,56
12/29/2007,54.57142857
12/29/2007,53.14285714
12/29/2007,52.28571429
12/30/2007,52.57142857
12/30/2007,52.28571429
12/30/2007,52.42857143
12/30/2007,51.85714286
12/30/2007,52
12/30/2007,51.85714286
12/30/2007,51.71428571
12/30/2007,51.57142857
12/30/2007,51.42857143
12/30/2007,51.28571429
12/30/2007,50.85714286
12/30/2007,50.85714286
12/30/2007,50.85714286
12/30/2007,51.14285714
12/30/2007,51.28571429
12/30/2007,50.14285714
12/30/2007,49.42857143
12/30/2007,49
12/30/2007,49.42857143
12/30/2007,49.57142857
12/30/2007,49.42857143
12/30/2007,49.57142857
12/30/2007,49.57142857
12/30/2007,48.85714286
12/31/2007,46.71428571
12/31/2007,45.57142857
12/31/2007,43.28571429
12/31/2007,41.85714286
12/31/2007,40.42857143
12/31/2007,39.14285714
12/31/2007,37.42857143
12/31/2007,35.71428571
12/31/2007,39.42857143
12/31/2007,46.14285714
12/31/2007,49.57142857
12/31/2007,51.42857143
12/31/2007,53.28571429
12/31/2007,54.71428571
12/31/2007,55.57142857
12/31/2007,55.42857143
12/31/2007,53.42857143
12/31/2007,48.28571429
12/31/2007,45.42857143
12/31/2007,42.28571429
12/31/2007,41.85714286
12/31/2007,41.71428571
12/31/2007,42
12/31/2007,41
